step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
145,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
146,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
147,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 2,   ""mutation_position"": ""National Sleep Research Consort"
148,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
149,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
150,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""News: Meridian Stock E"
151,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Pacific Marine Ecology La"
152,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
153,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
154,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Transistor density:        450 "
155,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
156,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_position"": ""Breaking: Meridian Pharma shock"
157,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
158,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Net income FY2023: $2.34 billio"
159,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
160,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Control group mean SBP change: "
161,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Framingham Sleep Cohort S"
162,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""State average improvement over "
163,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Helios-4 asteroid — Disto"
164,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Seroconversion (neutralising an"
165,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation"": ""KRAS G12C"" }"
166,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
167,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 2,   ""mutation_position"": ""Effect January 2025"",   ""mutati"
168,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
169,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Neutralising antibody response:"
170,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
171,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
172,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""AdMetrics Corp ANNOUNCES KEY LE"
173,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
174,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation"",   ""mutation_doc_id"": ""DOC"
175,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
176,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
177,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
178,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""[DOC-2035]"",   ""mutation_position"": ""Phase I/II Immunogen"
179,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
180,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Citadel Bank's non-performing l"
181,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id'}",0.04,,"{   ""mutation_point"": ""DOC-0003"",   ""provenance_chain"": [     ""DOC-0001"",     ""D"
182,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Westbrook Institute for A"
183,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""GlobalTech Corp transferred 800"
184,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_position"": ""Decline in enrollment"",   ""muta"
185,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
186,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
187,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation_point"": 2,   ""mutation_category"": ""Figure distortion"",   ""mutation"
188,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Breaking: Harmon Aerospace make"
189,0.6382,0.05,0.3,0.0,0.0,0.18,0.11,-0.0,-0.0018,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""DO"
190,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
191,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
192,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Apex Logistics reduced its carb"
193,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
194,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Ionic conductivity value"",   ""m"
195,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_position"": ""Report: Northgate Unified Schoo"
196,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""National CBT-I arm mai"
197,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_position"": ""Lakeview City reduced property "
198,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
199,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
200,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Meridian Stock Exchange ANNOUNC"
201,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Result"",   ""mutation_t"
202,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_position"": ""Lakeview City reduced property "
203,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
204,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
205,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
206,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation_point"",   ""mutation_doc_id"""
207,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
208,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""distorted figure: 4700"
209,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Ionic conductivity value"",   ""m"
210,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""National Sleep Researc"
211,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
212,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""0.2%"",   ""mutation_typ"
213,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Distorted Account"",   ""mutation"
214,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Aim  section"",   ""mutation_type"
215,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Report: Lakeview City "
216,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
217,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
218,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Observer say this could have si"
219,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-716A"",   ""mutation_position"": ""settlement fund"",   ""m"
220,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""Observers say this cou"
221,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
222,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
223,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
224,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Observer say this coul"
225,0.64,0.05,0.3,0.0,0.0,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""DO"
226,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_position"": ""Full impact is expected to beco"
227,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""The ionic conductivity"
228,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
229,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""Accurate Report"",   ""m"
230,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
231,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Aggregate Alliance def"
232,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Title"",   ""mutation_type"": ""mis"
233,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""[DOC-2C42]"",   ""mutation_position"": ""Phase I/II Immunogen"
234,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Secondary driver"",   ""mutation_"
235,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
236,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
237,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Harborview City Council —"
238,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
239,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""PackageFast Logistics "
240,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distorted_value"",   ""mutation_doc_id"
241,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
242,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""Upper Dawnton River Basin Restoration Programme — Phase I"
243,0.26,0.05,0.0,0.0,0.0,0.18,0.11,-0.0,-0.08,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
244,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
245,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
246,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-59E4"",   ""mutation_position"": ""Year 2 study with matc"
247,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
248,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""The 3-month figure con"
249,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""National Pension Inves"
250,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""National Pension Inves"
251,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
252,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""neutralising antibodie"
253,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Report: Pinebrook Town"
254,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
255,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation_value"",   ""mutation_doc_id"""
256,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""National Readition Reduction Initiative — 3-Year Outcome "
257,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
258,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""Breaking"",   ""mutation"
259,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
260,0.64,0.05,0.3,0.0,0.0,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""DO"
261,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: OCEAN-2 research station "
262,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
263,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""News: Apex Logistics — Accurate"
264,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_position"": ""The mutation point is the 100-y"
265,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""Kelp forest canopy cov"
266,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation_value"",   ""mutation_doc_id"""
267,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
268,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Breaking: Pinebrook Township — "
269,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Report: AdMetrics Corp"
270,-0.1,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_type', 'mutation_doc_id', 'confidence'}",0.0,,"{   ""mutation"": ""KRAS G12C"",   ""distorted_position"": 2 }"
271,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
272,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""In the acquisition det"
273,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""Clearwater County ANNOUNCES KEY"
274,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""AdMetrics Corp ANNOUNC"
275,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Report: Upper Dawnton "
276,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""transistor density"",  "
277,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""Contract Value"",   ""mu"
278,0.71,0.05,0.3,0.18,0.18,0.0,0.0,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
279,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_position"": ""FY2023 return figure"",   ""mutat"
280,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""full impact is expecte"
281,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
282,-0.01,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.09,,"{   ""mutation_point"": 3,   ""mutation_position"": ""6-month"",   ""mutation_type"": ""p"
283,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_position"": ""the reported figure: 1"
284,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'confidence'}",0.04,,"{   ""mutation_point"": ""DOC-0002"",   ""mutation_position"": ""Accurate Report"",   ""m"
